origin,detections,visit,Year,tp_year
NHM Aarhus,1,"1681971-09-2856.448909, 10.574038",1971,1970-1979
NHM Aarhus,1,"1681971-09-2856.465272, 10.5577",1971,1970-1979
NHM Aarhus,3,"1691971-09-2656.408929, 10.649067",1971,1970-1979
NHM Aarhus,2,"1691971-09-2756.441986, 10.679909",1971,1970-1979
NHM Aarhus,1,"1701971-09-2756.419521, 10.914804",1971,1970-1979
NHM Aarhus,2,"1711971-09-2956.443404, 10.957257",1971,1970-1979
NHM Aarhus,1,"211971-09-3057.291997, 9.816209",1971,1970-1979
NHM Aarhus,3,"211971-09-3057.296732, 9.803564",1971,1970-1979
NHM Aarhus,2,"211971-09-3057.312631, 9.712055",1971,1970-1979
NHM Aarhus,1,"211971-09-3057.339032, 9.773407",1971,1970-1979
NHM Aarhus,1,"2221971-07-0856.134212, 10.20237",1971,1970-1979
NHM Aarhus,2,"331971-09-3057.283603, 10.090444",1971,1970-1979
NHM Aarhus,1,"5471971-06-1455.093996, 15.090803",1971,1970-1979
NHM Aarhus,1,"5471971-06-1855.062608, 15.128397",1971,1970-1979
NHM Aarhus,1,"5761971-06-1754.997529, 15.049175",1971,1970-1979
NHM Aarhus,1,"731971-09-2656.972243, 9.84756",1971,1970-1979
C. Skøtt,1,"1011971-07-2556.829235, 10.118673",1971,1970-1979
C. Skøtt,2,"1011971-07-2556.831627, 10.118571",1971,1970-1979
C. Skøtt,1,"1011971-07-2556.834351, 10.108773",1971,1970-1979
C. Skøtt,1,"1011971-07-2556.835372, 10.107019",1971,1970-1979
C. Skøtt,1,"1161971-07-2556.738182, 10.077847",1971,1970-1979
C. Skøtt,1,"1181971-02-2556.717329, 10.311818",1971,1970-1979
C. Skøtt,1,"1181971-07-2756.705315, 10.325346",1971,1970-1979
C. Skøtt,1,"1181971-07-2756.711992, 10.322284",1971,1970-1979
C. Skøtt,1,"1401971-03-1456.487688, 8.876607",1971,1970-1979
C. Skøtt,1,"1511971-09-2256.477731, 10.723213",1971,1970-1979
C. Skøtt,1,"1571971-04-1056.482472, 8.78117",1971,1970-1979
C. Skøtt,1,"1581971-03-1456.456892, 8.869793",1971,1970-1979
C. Skøtt,1,"1581971-03-1456.484066, 8.871961",1971,1970-1979
C. Skøtt,1,"1691971-09-2656.406679, 10.648577",1971,1970-1979
C. Skøtt,1,"1701971-09-2756.411808, 10.894919",1971,1970-1979
C. Skøtt,1,"1791971-07-2556.384791, 9.318577",1971,1970-1979
C. Skøtt,1,"1841971-02-2456.329391, 10.053328",1971,1970-1979
C. Skøtt,1,"1841971-07-2456.381114, 10.046406",1971,1970-1979
C. Skøtt,1,"1931971-04-0856.256362, 8.644946",1971,1970-1979
C. Skøtt,1,"1931971-04-0856.257641, 8.645808",1971,1970-1979
C. Skøtt,1,"1971971-05-0256.248202, 9.254735",1971,1970-1979
C. Skøtt,1,"1981971-02-0556.237342, 9.425168",1971,1970-1979
C. Skøtt,1,"1981971-02-0656.237342, 9.425168",1971,1970-1979
C. Skøtt,1,"1981971-05-0256.237342, 9.425168",1971,1970-1979
C. Skøtt,2,"1981971-05-0256.239161, 9.332507",1971,1970-1979
C. Skøtt,1,"1981971-05-0556.229694, 9.338284",1971,1970-1979
C. Skøtt,1,"2021971-07-2456.279939, 10.038291",1971,1970-1979
C. Skøtt,1,"2021971-07-2456.280312, 10.038673",1971,1970-1979
C. Skøtt,1,"2021971-07-2456.281647, 10.071376",1971,1970-1979
C. Skøtt,1,"2021971-07-2456.282983, 10.072558",1971,1970-1979
C. Skøtt,1,"2121971-08-0456.182815, 8.664691",1971,1970-1979
C. Skøtt,1,"2131971-04-0856.2110085, 8.828858",1971,1970-1979
C. Skøtt,1,"2131971-04-0856.211226, 8.828425",1971,1970-1979
C. Skøtt,1,"2131971-04-0856.211484, 8.829176",1971,1970-1979
C. Skøtt,1,"2161971-05-0456.167424, 9.249525",1971,1970-1979
C. Skøtt,1,"2161971-05-0956.167474, 9.247095",1971,1970-1979
C. Skøtt,1,"2161971-05-0956.185421, 9.218487",1971,1970-1979
C. Skøtt,1,"2161971-09-0556.168141, 9.244375",1971,1970-1979
C. Skøtt,1,"2171971-05-0256.183477, 9.411515",1971,1970-1979
C. Skøtt,1,"2171971-05-0256.186889, 9.354236",1971,1970-1979
C. Skøtt,1,"2171971-05-0256.193306, 9.404725",1971,1970-1979
C. Skøtt,2,"2171971-05-0256.194773, 9.374968",1971,1970-1979
C. Skøtt,1,"2171971-05-0256.195494, 9.413527",1971,1970-1979
C. Skøtt,1,"2171971-05-0256.195937, 9.351998",1971,1970-1979
C. Skøtt,1,"2171971-05-0256.19737, 9.40793",1971,1970-1979
C. Skøtt,1,"2171971-05-0956.135434, 9.346889",1971,1970-1979
C. Skøtt,1,"2171971-05-1556.1460603, 9.337798",1971,1970-1979
C. Skøtt,2,"2171971-09-0556.140815, 9.343175",1971,1970-1979
C. Skøtt,1,"2331971-04-0856.060511, 8.687258",1971,1970-1979
C. Skøtt,1,"2331971-04-0856.06497, 8.716",1971,1970-1979
C. Skøtt,1,"2331971-04-0856.066611, 8.704596",1971,1970-1979
C. Skøtt,1,"2331971-04-0856.072248, 8.818122",1971,1970-1979
C. Skøtt,1,"2541971-04-1955.993205, 8.741793",1971,1970-1979
C. Skøtt,1,"2551971-09-0756.015418, 8.992213",1971,1970-1979
C. Skøtt,1,"2571971-04-1055.959683, 9.232086",1971,1970-1979
C. Skøtt,1,"2581971-04-1055.945356, 9.393559",1971,1970-1979
C. Skøtt,1,"2831971-04-0955.885608, 9.249329",1971,1970-1979
C. Skøtt,2,"2831971-04-0955.905792, 9.260776",1971,1970-1979
C. Skøtt,1,"2831971-04-0955.906743, 9.259091",1971,1970-1979
C. Skøtt,1,"2831971-10-0455.906329, 9.258678",1971,1970-1979
C. Skøtt,1,"2881971-04-1255.871576, 10.1186",1971,1970-1979
C. Skøtt,1,"2881971-06-0955.893488, 10.04658",1971,1970-1979
C. Skøtt,1,"2891971-04-1255.888095, 10.122017",1971,1970-1979
C. Skøtt,1,"3071971-08-2255.786252, 8.938592",1971,1970-1979
C. Skøtt,1,"3091971-08-2255.8036, 9.252683",1971,1970-1979
C. Skøtt,1,"3111971-04-0955.850373, 9.527752",1971,1970-1979
C. Skøtt,1,"3351971-04-2455.7153909, 9.0477589",1971,1970-1979
C. Skøtt,1,"3351971-08-2255.689828, 9.132407",1971,1970-1979
C. Skøtt,1,"3351971-08-2655.688929, 9.13364",1971,1970-1979
C. Skøtt,1,"3351971-08-2655.713013, 9.040518",1971,1970-1979
C. Skøtt,1,"3371971-08-2055.739173, 9.468783",1971,1970-1979
C. Skøtt,1,"3631971-08-2255.603359, 8.938331",1971,1970-1979
C. Skøtt,1,"3631971-08-2755.606766, 8.939547",1971,1970-1979
C. Skøtt,1,"3641971-05-2055.647236, 9.07165",1971,1970-1979
C. Skøtt,1,"3641971-05-2055.652531, 9.063696",1971,1970-1979
C. Skøtt,3,"3651971-05-2055.59876, 9.30963",1971,1970-1979
C. Skøtt,2,"3651971-05-2055.598871, 9.173021",1971,1970-1979
C. Skøtt,1,"3651971-05-2055.616005, 9.3069",1971,1970-1979
C. Skøtt,1,"3651971-05-2055.616277, 9.311435",1971,1970-1979
C. Skøtt,1,"3651971-05-2055.618186, 9.309603",1971,1970-1979
C. Skøtt,2,"3651971-05-2055.624553, 9.193877",1971,1970-1979
C. Skøtt,1,"3651971-05-2655.613545, 9.316862",1971,1970-1979
C. Skøtt,1,"3651971-08-2255.606499, 9.298737",1971,1970-1979
C. Skøtt,1,"3651971-08-2255.617335, 9.312283",1971,1970-1979
C. Skøtt,1,"3731971-05-3155.59876, 10.71497",1971,1970-1979
C. Skøtt,1,"4811971-05-0955.234575, 10.7777859",1971,1970-1979
C. Skøtt,1,"5091971-05-3055.137113, 10.901714",1971,1970-1979
C. Skøtt,1,"5091971-05-3055.150452, 10.937069",1971,1970-1979
C. Skøtt,1,"5091971-05-3055.156985, 10.936076",1971,1970-1979
C. Skøtt,1,"5091971-05-3055.157224, 10.935456",1971,1970-1979
C. Skøtt,1,"5091971-05-3155.133612, 10.909495",1971,1970-1979
C. Skøtt,1,"5251971-04-0955.053533, 9.134642",1971,1970-1979
C. Skøtt,1,"5361971-05-3055.044727, 10.857532",1971,1970-1979
C. Skøtt,1,"5481971-04-2155.011662, 8.676363",1971,1970-1979
C. Skøtt,1,"5491971-04-1154.963913, 8.694012",1971,1970-1979
C. Skøtt,1,"5491971-04-1155.008587, 8.782083",1971,1970-1979
C. Skøtt,2,"5491971-04-1155.021927, 8.754745",1971,1970-1979
C. Skøtt,1,"5491971-04-1155.034888, 8.72757",1971,1970-1979
C. Skøtt,1,"5491971-11-0454.965419, 8.695165",1971,1970-1979
C. Skøtt,1,"5501971-04-1155.043278, 8.904819",1971,1970-1979
C. Skøtt,1,"5611971-08-0154.992146, 10.673786",1971,1970-1979
C. Skøtt,1,"5611971-08-0154.99851, 10.596238",1971,1970-1979
C. Skøtt,1,"5621971-05-3054.998782, 10.846659",1971,1970-1979
C. Skøtt,1,"5621971-05-3055.001896, 10.855123",1971,1970-1979
C. Skøtt,1,"5621971-05-3154.997521, 10.84808",1971,1970-1979
C. Skøtt,1,"5781971-04-1154.900547, 8.751957",1971,1970-1979
C. Skøtt,1,"5781971-11-0454.901516, 8.75311",1971,1970-1979
C. Skøtt,1,"5911971-05-3154.873392, 10.759337",1971,1970-1979
C. Skøtt,1,"6091971-05-3154.813993, 10.64151",1971,1970-1979
C. Skøtt,1,"6091971-05-3154.820235, 10.64089",1971,1970-1979
C. Skøtt,1,"6091971-05-3154.823109, 10.627562",1971,1970-1979
C. Skøtt,1,"6101971-05-0954.770621, 10.714954",1971,1970-1979
C. Skøtt,1,"6101971-05-3154.81567, 10.734314",1971,1970-1979
C. Skøtt,1,"6101971-05-3154.815852, 10.735027",1971,1970-1979
C. Skøtt,1,"6201971-05-3054.756558, 10.676253",1971,1970-1979
C. Skøtt,1,"6201971-05-3154.728633, 10.70666",1971,1970-1979
C. Skøtt,1,"6211971-05-3154.718303, 10.714126",1971,1970-1979
C. Skøtt,1,"891971-07-2556.875534, 10.216153",1971,1970-1979
C. Skøtt,2,"891971-07-2556.887676, 10.220739",1971,1970-1979
C. Skøtt,2,"891971-07-2556.8877171, 10.2210282",1971,1970-1979
C. Skøtt,2,"891971-07-2556.890253, 10.218263",1971,1970-1979
NHM Denmark,1,"1791971-07-2556.38575, 9.317367",1971,1970-1979
NHM Denmark,1,"2171971-05-1556.149819, 9.351503",1971,1970-1979
NHM Denmark,1,"2561971-08-1856.02836, 9.069852",1971,1970-1979
NHM Denmark,1,"2571971-08-1655.993081, 9.280207",1971,1970-1979
NHM Denmark,1,"281971-07-1857.316832, 11.083799",1971,1970-1979
NHM Denmark,1,"2971971-09-1255.851993, 11.991838",1971,1970-1979
NHM Denmark,1,"3351971-08-2655.688132, 9.133906",1971,1970-1979
NHM Denmark,4,"3881971-07-1855.538816, 8.217124",1971,1970-1979
NHM Denmark,1,"3931971-05-2055.570348, 9.13873",1971,1970-1979
NHM Denmark,1,"5091971-05-3155.133497, 10.909841",1971,1970-1979
NHM Denmark,1,"5911971-05-3154.873145, 10.758736",1971,1970-1979
NHM Denmark,1,"891971-07-2556.876451, 10.20603",1971,1970-1979
NHM Aarhus,1,"1291972-08-0456.606308, 9.553447",1972,1970-1979
NHM Aarhus,1,"1821972-07-2356.377443, 9.655179",1972,1970-1979
NHM Aarhus,1,"1821972-07-2856.377443, 9.655179",1972,1970-1979
C. Skøtt,1,"1541972-06-1856.481927, 8.314958",1972,1970-1979
C. Skøtt,2,"1601972-06-1856.430901, 9.2837",1972,1970-1979
C. Skøtt,1,"1601972-06-1856.431741, 9.296412",1972,1970-1979
C. Skøtt,1,"1601972-06-1856.431963, 9.300075",1972,1970-1979
C. Skøtt,1,"1601972-06-1856.432097, 9.297147",1972,1970-1979
C. Skøtt,1,"1601972-06-1856.432132, 9.296891",1972,1970-1979
C. Skøtt,1,"1601972-06-1856.435332, 9.301639",1972,1970-1979
C. Skøtt,2,"1601972-06-1856.437321, 9.27059",1972,1970-1979
C. Skøtt,2,"1601972-06-1856.441447, 9.296996",1972,1970-1979
C. Skøtt,1,"1601972-07-2556.39919, 9.292959",1972,1970-1979
C. Skøtt,1,"1821972-08-2356.377449, 9.655211",1972,1970-1979
C. Skøtt,1,"1851972-04-2856.325118, 10.18148",1972,1970-1979
C. Skøtt,1,"2111972-06-1856.16815, 8.42627",1972,1970-1979
C. Skøtt,1,"2121972-11-0656.192668, 8.675007",1972,1970-1979
C. Skøtt,1,"2131972-06-1156.198824, 8.775326",1972,1970-1979
C. Skøtt,1,"2131972-06-1156.199335, 8.76111",1972,1970-1979
C. Skøtt,1,"2321972-06-1156.111123, 8.545879",1972,1970-1979
C. Skøtt,1,"2321972-11-0656.110375, 8.567671",1972,1970-1979
C. Skøtt,1,"2521972-04-2855.948338, 8.506376",1972,1970-1979
C. Skøtt,1,"2521972-04-2855.999003, 8.42043",1972,1970-1979
C. Skøtt,1,"2521972-04-2856.000518, 8.455667",1972,1970-1979
C. Skøtt,1,"2521972-04-2856.001635, 8.435571",1972,1970-1979
C. Skøtt,1,"2521972-04-2856.014175, 8.457418",1972,1970-1979
C. Skøtt,1,"2521972-04-2856.016873, 8.50639",1972,1970-1979
C. Skøtt,1,"2521972-04-2856.018167, 8.462224",1972,1970-1979
C. Skøtt,2,"2521972-04-2856.018516, 8.504107",1972,1970-1979
C. Skøtt,1,"2551972-04-2856.014387, 8.990251",1972,1970-1979
C. Skøtt,1,"2571972-04-2855.990021, 9.267112",1972,1970-1979
C. Skøtt,1,"2601972-03-1955.966491, 9.641752",1972,1970-1979
C. Skøtt,1,"2801972-04-2855.941034, 8.785613",1972,1970-1979
C. Skøtt,1,"2861972-03-1955.897549, 9.766464",1972,1970-1979
C. Skøtt,1,"2861972-03-1955.897737, 9.766275",1972,1970-1979
C. Skøtt,1,"2881972-02-1455.896715, 10.069241",1972,1970-1979
C. Skøtt,1,"2881972-08-1455.88061, 10.056298",1972,1970-1979
C. Skøtt,1,"2941972-11-0555.847879, 11.495536",1972,1970-1979
C. Skøtt,1,"3291972-04-1155.74265, 8.171815",1972,1970-1979
C. Skøtt,1,"3291972-05-1155.732149, 8.181043",1972,1970-1979
C. Skøtt,1,"3291972-05-1155.736975, 8.176418",1972,1970-1979
C. Skøtt,3,"3291972-05-1155.737223, 8.183061",1972,1970-1979
C. Skøtt,1,"3291972-05-1155.738292, 8.182515",1972,1970-1979
C. Skøtt,1,"3291972-11-0555.7387251, 8.1835695",1972,1970-1979
C. Skøtt,1,"3341972-06-1855.746062, 8.930867",1972,1970-1979
C. Skøtt,1,"3341972-06-1855.753748, 8.929546",1972,1970-1979
C. Skøtt,1,"3341972-06-1855.756604, 8.930202",1972,1970-1979
C. Skøtt,1,"3341972-06-1855.7583217, 8.9249494",1972,1970-1979
C. Skøtt,1,"3591972-05-1155.652422, 8.285591",1972,1970-1979
C. Skøtt,1,"3591972-05-1155.654175, 8.277075",1972,1970-1979
C. Skøtt,1,"3641972-05-2655.655135, 9.069857",1972,1970-1979
C. Skøtt,1,"3651972-05-2055.5987, 9.30963",1972,1970-1979
C. Skøtt,1,"4181972-04-1655.441235, 8.998116",1972,1970-1979
C. Skøtt,1,"4181972-04-1655.441769, 8.996333",1972,1970-1979
C. Skøtt,1,"4191972-04-1655.442372, 9.001437",1972,1970-1979
C. Skøtt,1,"4211972-07-2355.4275359, 9.413333",1972,1970-1979
C. Skøtt,1,"4211972-07-2355.431286, 9.406038",1972,1970-1979
C. Skøtt,1,"4211972-07-2355.433819, 9.403891",1972,1970-1979
C. Skøtt,1,"4211972-07-2355.43437, 9.410868",1972,1970-1979
C. Skøtt,1,"4211972-07-2355.437464, 9.346442",1972,1970-1979
C. Skøtt,1,"4211972-07-2355.439515, 9.390502",1972,1970-1979
C. Skøtt,1,"4211972-07-2355.454615, 9.389046",1972,1970-1979
C. Skøtt,1,"4671972-06-1555.290758, 8.679598",1972,1970-1979
C. Skøtt,1,"4671972-07-1555.290926, 8.679874",1972,1970-1979
C. Skøtt,1,"4671972-07-1555.290966, 8.676499",1972,1970-1979
C. Skøtt,1,"4671972-07-1555.290979, 8.679792",1972,1970-1979
C. Skøtt,1,"4671972-07-1555.292281, 8.681467",1972,1970-1979
C. Skøtt,1,"4671972-07-3055.292072, 8.683226",1972,1970-1979
C. Skøtt,1,"4761972-07-3055.228164, 10.01884",1972,1970-1979
C. Skøtt,1,"4761972-07-3055.245754, 9.984361",1972,1970-1979
C. Skøtt,1,"4771972-07-3055.255974, 10.256925",1972,1970-1979
C. Skøtt,1,"4771972-07-3055.256036, 10.257209",1972,1970-1979
C. Skøtt,1,"4771972-07-3055.256435, 10.214563",1972,1970-1979
C. Skøtt,1,"4771972-07-3055.257999, 10.215743",1972,1970-1979
C. Skøtt,1,"4771972-07-3055.260225, 10.118827",1972,1970-1979
C. Skøtt,1,"4931972-05-2255.136409, 8.481671",1972,1970-1979
C. Skøtt,1,"4931972-05-2255.138764, 8.489496",1972,1970-1979
C. Skøtt,1,"4931972-05-2255.13946, 8.485786",1972,1970-1979
C. Skøtt,1,"4931972-05-2255.141511, 8.500707",1972,1970-1979
C. Skøtt,1,"4931972-05-2255.141521, 8.494538",1972,1970-1979
C. Skøtt,1,"4931972-05-2255.142007, 8.494332",1972,1970-1979
C. Skøtt,2,"4931972-05-2255.145865, 8.494013",1972,1970-1979
C. Skøtt,1,"4931972-05-2455.138745, 8.493777",1972,1970-1979
C. Skøtt,1,"4931972-07-1655.143838, 8.485976",1972,1970-1979
C. Skøtt,1,"4931972-07-1655.168787, 8.493511",1972,1970-1979
C. Skøtt,1,"4971972-07-1655.145324, 9.026241",1972,1970-1979
C. Skøtt,1,"4981972-07-1655.143795, 9.221877",1972,1970-1979
C. Skøtt,1,"5211972-05-2255.086243, 8.523354",1972,1970-1979
C. Skøtt,1,"5221972-07-1555.084565, 8.532494",1972,1970-1979
C. Skøtt,1,"5221972-07-1655.08587, 8.535937",1972,1970-1979
C. Skøtt,1,"5271972-07-2355.090575, 9.391165",1972,1970-1979
C. Skøtt,1,"5501972-07-1655.025194, 8.84409",1972,1970-1979
C. Skøtt,1,"5501972-07-1655.025323, 8.843875",1972,1970-1979
C. Skøtt,1,"5501972-07-1655.029326, 8.848315",1972,1970-1979
C. Skøtt,1,"5501972-07-1855.0252928, 8.8441099",1972,1970-1979
C. Skøtt,1,"571972-06-1157.091542, 9.42327",1972,1970-1979
C. Skøtt,1,"691972-07-2356.934558, 9.204231",1972,1970-1979
C. Skøtt,1,"941972-08-2656.827255, 8.973888",1972,1970-1979
C. Skøtt,1,"941972-08-2756.837805, 8.979474",1972,1970-1979
C. Skøtt,1,"951972-08-2656.823307, 9.05012",1972,1970-1979
C. Skøtt,1,"951972-08-2656.823903, 9.058655",1972,1970-1979
C. Skøtt,1,"951972-08-2656.825279, 9.018806",1972,1970-1979
C. Skøtt,1,"951972-08-2756.822086, 9.057588",1972,1970-1979
C. Skøtt,1,"951972-08-2756.824417, 9.055686",1972,1970-1979
C. Skøtt,2,"951972-08-2756.824762, 9.05904",1972,1970-1979
C. Skøtt,1,"951972-08-2756.825995, 9.016106",1972,1970-1979
C. Skøtt,1,"951972-08-2756.829866, 9.008903",1972,1970-1979
C. Skøtt,1,"951972-09-1756.825279, 9.018806",1972,1970-1979
NHM Denmark,1,"2121972-06-1856.177078, 8.657781",1972,1970-1979
NHM Denmark,1,"2451972-06-2056.033807, 12.054928",1972,1970-1979
NHM Denmark,1,"2521972-04-2856.006482, 8.472794",1972,1970-1979
NHM Denmark,1,"2771972-07-2555.864903, 8.224441",1972,1970-1979
NHM Denmark,1,"2881972-09-1755.892126, 10.050337",1972,1970-1979
NHM Denmark,2,"3291972-05-1155.742878, 8.173309",1972,1970-1979
NHM Denmark,1,"3341972-06-1855.758303, 8.924955",1972,1970-1979
NHM Denmark,1,"4211972-07-2355.432698, 9.427768",1972,1970-1979
NHM Denmark,1,"4931972-05-2255.139132, 8.497792",1972,1970-1979
NHM Denmark,1,"5981972-08-2354.835039, 11.976343",1972,1970-1979
NHM Denmark,1,"951972-08-2656.824097, 9.058586",1972,1970-1979
C. Skøtt,1,"1071973-05-2056.732001, 8.586194",1973,1970-1979
C. Skøtt,1,"1071973-05-2056.742883, 8.509605",1973,1970-1979
C. Skøtt,1,"1081973-05-2056.737579, 8.819958",1973,1970-1979
C. Skøtt,2,"1081973-05-2056.752809, 8.819201",1973,1970-1979
C. Skøtt,1,"1081973-05-2756.737773, 8.82013",1973,1970-1979
C. Skøtt,1,"1081973-05-2756.7452, 8.823742",1973,1970-1979
C. Skøtt,1,"1081973-05-2756.750337, 8.822987",1973,1970-1979
C. Skøtt,2,"1081973-05-2756.752721, 8.831483",1973,1970-1979
C. Skøtt,1,"1081973-05-2756.753346, 8.828881",1973,1970-1979
C. Skøtt,1,"1401973-05-2756.516082, 8.866737",1973,1970-1979
C. Skøtt,1,"1401973-05-2756.525403, 8.858247",1973,1970-1979
C. Skøtt,1,"1401973-05-2756.536707, 8.869567",1973,1970-1979
C. Skøtt,1,"151973-05-2757.405904, 9.930754",1973,1970-1979
C. Skøtt,1,"2181973-04-2356.1369198, 9.6186491",1973,1970-1979
C. Skøtt,1,"2181973-04-2356.139685, 9.607892",1973,1970-1979
C. Skøtt,1,"2181973-04-2356.14324, 9.609912",1973,1970-1979
C. Skøtt,1,"2181973-04-2356.145324, 9.611121",1973,1970-1979
C. Skøtt,1,"2361973-04-2956.067304, 9.207366",1973,1970-1979
C. Skøtt,1,"2551973-04-2955.979155, 8.850384",1973,1970-1979
C. Skøtt,1,"2551973-04-2955.981142, 8.846927",1973,1970-1979
C. Skøtt,1,"2551973-04-2955.984009, 8.908771",1973,1970-1979
C. Skøtt,1,"2551973-04-2955.986266, 8.8509801",1973,1970-1979
C. Skøtt,1,"2551973-04-2955.990197, 8.929914",1973,1970-1979
C. Skøtt,2,"2571973-04-2955.989027, 9.290639",1973,1970-1979
C. Skøtt,2,"2571973-04-2956.010191, 9.195401",1973,1970-1979
C. Skøtt,1,"2581973-04-2955.952885, 9.389485",1973,1970-1979
C. Skøtt,1,"2811973-04-2955.927912, 8.961294",1973,1970-1979
C. Skøtt,1,"2811973-04-2955.942301, 8.928733",1973,1970-1979
C. Skøtt,1,"3291973-05-1155.736186, 8.183626",1973,1970-1979
C. Skøtt,1,"3321973-04-2755.680128, 8.613626",1973,1970-1979
C. Skøtt,1,"3591973-02-0955.638139, 8.258855",1973,1970-1979
C. Skøtt,1,"441973-06-1157.135745, 9.445623",1973,1970-1979
C. Skøtt,1,"451973-06-1157.173769, 9.532355",1973,1970-1979
C. Skøtt,1,"451973-06-1157.184087, 9.547373",1973,1970-1979
C. Skøtt,1,"451973-06-1157.184519, 9.545236",1973,1970-1979
C. Skøtt,1,"461973-10-0657.1806939, 9.813499",1973,1970-1979
C. Skøtt,1,"5271973-07-2355.119365, 9.435088",1973,1970-1979
C. Skøtt,1,"561973-06-1157.087855, 9.256813",1973,1970-1979
C. Skøtt,1,"561973-06-1157.088576, 9.268242",1973,1970-1979
C. Skøtt,1,"571973-06-1157.070104, 9.392011",1973,1970-1979
C. Skøtt,1,"571973-06-1157.077446, 9.394503",1973,1970-1979
C. Skøtt,1,"571973-06-1157.098373, 9.479765",1973,1970-1979
C. Skøtt,1,"671973-05-2756.935201, 8.838289",1973,1970-1979
C. Skøtt,1,"671973-05-2756.93741, 8.849734",1973,1970-1979
C. Skøtt,1,"671973-05-2756.964741, 8.924261",1973,1970-1979
C. Skøtt,1,"671973-05-2756.964771, 8.924608",1973,1970-1979
C. Skøtt,1,"671973-05-2756.964787, 8.9243",1973,1970-1979
C. Skøtt,1,"801973-05-2056.869045, 8.734448",1973,1970-1979
C. Skøtt,1,"801973-05-2056.893871, 8.786292",1973,1970-1979
C. Skøtt,1,"801973-05-2056.893897, 8.786213",1973,1970-1979
C. Skøtt,1,"801973-05-2756.846151, 8.697634",1973,1970-1979
C. Skøtt,1,"801973-05-2756.84719, 8.700943",1973,1970-1979
C. Skøtt,1,"801973-05-2756.84919, 8.700114",1973,1970-1979
C. Skøtt,1,"811973-05-2756.923031, 8.866876",1973,1970-1979
C. Skøtt,2,"921973-05-2056.815185, 8.665908",1973,1970-1979
C. Skøtt,1,"921973-05-2056.815623, 8.667429",1973,1970-1979
C. Skøtt,1,"921973-05-2056.817395, 8.664427",1973,1970-1979
C. Skøtt,1,"931973-05-2056.755913, 8.820358",1973,1970-1979
C. Skøtt,1,"931973-05-2056.7642832, 8.6791263",1973,1970-1979
C. Skøtt,1,"931973-05-2056.766097, 8.678569",1973,1970-1979
C. Skøtt,1,"931973-05-2756.764268, 8.679263",1973,1970-1979
C. Skøtt,1,"931973-05-2756.766097, 8.678569",1973,1970-1979
C. Skøtt,1,"931973-05-2756.766715, 8.675392",1973,1970-1979
C. Skøtt,1,"931973-05-2756.784525, 8.734461",1973,1970-1979
C. Skøtt,1,"931973-05-2756.818597, 8.728586",1973,1970-1979
C. Skøtt,1,"941973-05-2056.794756, 8.862854",1973,1970-1979
NHM Denmark,1,"1081973-05-2756.751253, 8.832497",1973,1970-1979
NHM Denmark,1,"1401973-05-2756.535786, 8.870418",1973,1970-1979
NHM Denmark,2,"2361973-04-2956.0438, 9.198029",1973,1970-1979
NHM Denmark,1,"2771973-03-1855.878535, 8.229591",1973,1970-1979
NHM Denmark,1,"2771973-05-2555.878535, 8.229591",1973,1970-1979
NHM Denmark,1,"2771973-06-1855.878535, 8.229591",1973,1970-1979
NHM Denmark,1,"2771973-07-2855.878535, 8.229591",1973,1970-1979
NHM Denmark,1,"2771973-08-1655.878535, 8.229591",1973,1970-1979
NHM Denmark,1,"2771973-10-1655.896009, 8.214225",1973,1970-1979
